sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:auto_concept_id_equivalence,ADD_INFO:sourceName_fi,ADD_INFO:sourceConceptId,ADD_INFO:sourceDomain,ADD_INFO:sourceConceptClass,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,ADD_INFO:obsolete_conceptId,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
1209X,"Schistosomiasis [bilharziasis], Schistosomiasis, unspecified",0,436038,unique_parent_match,SCHISTOSOMIASIS NUD,2000400867,Condition,5-char ICD9fi,1970-01-01,2099-12-31,120,,,0.60,APPROVED,EQUIVALENT,Javier,1642756805650,436038,Infection by Schistosoma,Condition,MAPS_TO,,<auto>,1642597824732,
3623A,"Other retinal disorders, Retinal vascular occlusion[OCCLUSIO ARTERIAE CENTRALIS RETINAE]",16,440392,parent_match,OCCLUSIO ARTERIAE CENTRALIS RETINAE,2000403237,Condition,5-char ICD9fi,1970-01-01,2099-12-31,362,,,0.53,APPROVED,NARROWER,Javier,1642756738661,440392,Retinal vascular occlusion,Condition,MAPS_TO,,<auto>,1642597824999,
4920A,Emphysematous bleb,38,259043,unique_parent_match,EMPHYSEMA BULLOSUM,2000403987,Condition,5-char ICD9fi,1970-01-01,2099-12-31,492,,,0.77,APPROVED,EQUIVALENT,Javier,1642756805650,259043,Emphysematous bleb of lung,Condition,MAPS_TO,,<auto>,1642597825251,
121,Other trematode infections,0,435188,full_match,MUUT IMUMATOTARTUNNAT,2000400868,Condition,3-char ICD9fi,1970-01-01,2099-12-31,120-129,,,0.84,APPROVED,EQUAL,Javier,1642756146926,435188,Trematode infection,Condition,MAPS_TO,,<auto>,1642597826455,
9450B,"Burn of lower limb(s), Unspecified degree[COMBUSTIO EXTREMITATIS INFERIORIS NUD,10-29%]",0,197751,parent_match,"COMBUSTIO EXTREMITATIS INFERIORIS NUD,10-29%",2000408318,Condition,5-char ICD9fi,1970-01-01,2099-12-31,945,,,0.34,APPROVED,NARROWER,Javier,1642756738661,133637,Partial thickness burn of lower limb,Condition,MAPS_TO,,<auto>,1642597826701,
6819X,"Cellulitis and abscess of finger and toe, Cellulitis and abscess of unspecified digit",7,4065991,unique_parent_match,CELLULITIS DIGITI MANUS ET PEDIS NUD,2000405386,Condition,5-char ICD9fi,1970-01-01,2099-12-31,681,,,0.70,APPROVED,EQUIVALENT,Javier,1642756805650,4065991,Cellulitis and abscess of finger and toe,Condition,MAPS_TO,,<auto>,1642597827318,
1860X,"Malignant neoplasm of testis, Undescended testis[NEOPL MAL TESTIS (ABDOMIN/INGUIN),EI HIST VAHV]",0,436054,parent_match,"NEOPL MAL TESTIS (ABDOMIN/INGUIN),EI HIST VAHV",2000401609,Condition,5-char ICD9fi,1970-01-01,2099-12-31,186,,,0.44,APPROVED,NARROWER,Javier,1642756738661,4092524,Malignant tumor of undescended testis,Condition,MAPS_TO,,<auto>,1642597827755,
5600C,"Intestinal obstruction without mention of hernia, Intussusception[INVAGINATIO RECTI]",0,197034,parent_match,INVAGINATIO RECTI,2000404429,Condition,5-char ICD9fi,1970-01-01,2099-12-31,560,,,0.47,APPROVED,NARROWER,Javier,1642756738661,197034,Intussusception of intestine,Condition,MAPS_TO,,<auto>,1642597827780,
4928A,"Emphysema, Other emphysema[EMPHYSEMA SINE BRONCHITIDE]",0,261325,parent_match,EMPHYSEMA SINE BRONCHITIDE,2000403988,Condition,5-char ICD9fi,1970-01-01,2099-12-31,492,,,0.47,APPROVED,NARROWER,Javier,1642756738661,258780,Emphysematous bronchitis,Condition,MAPS_TO,,<auto>,1642597828245,
7301E,"Osteomyelitis, periostitis and other infections involving bone, Chronic osteomyelitis[OSTEOMYELITIS CHRONICA,LANTIONSEUTU JA REISI]",0,134735,parent_match,"OSTEOMYELITIS CHRONICA,LANTIONSEUTU JA REISI",2000406135,Condition,5-char ICD9fi,1970-01-01,2099-12-31,730,,,0.38,APPROVED,NARROWER,Javier,1642756738661,134735,Chronic osteomyelitis,Condition,MAPS_TO,,<auto>,1642597828668,
1210A,"Other trematode infections, Opisthorchiasis",0,444117,unique_parent_match,OPISTHORCHIASIS,2000400869,Condition,5-char ICD9fi,1970-01-01,2099-12-31,121,,,0.61,APPROVED,EQUIVALENT,Javier,1642756805650,444117,Opisthorchiasis,Condition,MAPS_TO,,<auto>,1642597829172,
3623B,"Other retinal disorders, Retinal vascular occlusion[OCCLUSIO RAMI ARTERIAE CENTRALIS RETINAE]",9,440392,parent_match,OCCLUSIO RAMI ARTERIAE CENTRALIS RETINAE,2000403238,Condition,5-char ICD9fi,1970-01-01,2099-12-31,362,,,0.51,APPROVED,NARROWER,Javier,1642756738661,440392,Retinal vascular occlusion,Condition,MAPS_TO,,<auto>,1642597829303,
682,Other cellulitis and abscess,0,435613,full_match,CELLULITIS ET LYMPHANGITIS ALIA,2000405387,Condition,3-char ICD9fi,1970-01-01,2099-12-31,680-686,,,0.85,APPROVED,EQUAL,Javier,1642756146926,78497,Cellulitis and abscess of toe,Condition,MAPS_TO,,<auto>,1642597829336,
6820A,"Other cellulitis and abscess, Face",40,136496,unique_parent_match,CELLULITIS FACIEI,2000405388,Condition,5-char ICD9fi,1970-01-01,2099-12-31,682,,,0.78,APPROVED,EQUIVALENT,Javier,1642756805650,136496,Cellulitis and abscess of face,Condition,MAPS_TO,,<auto>,1642597831380,
1211A,"Other trematode infections, Clonorchiasis",0,194280,unique_parent_match,CLONORCHIASIS,2000400870,Condition,5-char ICD9fi,1970-01-01,2099-12-31,121,,,0.59,APPROVED,EQUIVALENT,Javier,1642756805650,435188,Trematode infection,Condition,MAPS_TO,,<auto>,1642597831741,
4928X,"Emphysema, Other emphysema[EMPHYSEMA ALIA DEFINITA]",11,261325,parent_match,EMPHYSEMA ALIA DEFINITA,2000403989,Condition,5-char ICD9fi,1970-01-01,2099-12-31,492,,,0.40,APPROVED,NARROWER,Javier,1642756738661,4050734,Scar emphysema,Condition,MAPS_TO,,<auto>,1642597831749,
1869A,"Malignant neoplasm of testis, Other and unspecified testis[NEOPL MAL TESTIS (SCROTALIS),SEMINOMA]",20,433716,parent_match,"NEOPL MAL TESTIS (SCROTALIS),SEMINOMA",2000401610,Condition,5-char ICD9fi,1970-01-01,2099-12-31,186,,436919,0.45,APPROVED,NARROWER,Auto-remapping using OHDSI release 2024-08-29,1727395200000,439392,Primary malignant neoplasm,Condition,MAPS_TO,,<auto>,1727395200000,
493,Asthma,0,317009,full_match,ASTHMA BRONCHIALE,2000403990,Condition,3-char ICD9fi,1970-01-01,2099-12-31,490-496,,,1.00,APPROVED,EQUAL,Javier,1642756146926,317009,Asthma,Condition,MAPS_TO,,<auto>,1642597832578,
9450C,"Burn of lower limb(s), Unspecified degree[COMBUSTIO EXTREMITATIS INFERIORIS NUD,30-49%]",0,197751,parent_match,"COMBUSTIO EXTREMITATIS INFERIORIS NUD,30-49%",2000408319,Condition,5-char ICD9fi,1970-01-01,2099-12-31,945,,,0.34,APPROVED,NARROWER,Javier,1642756738661,133637,Partial thickness burn of lower limb,Condition,MAPS_TO,,<auto>,1642597832770,
3623C,"Other retinal disorders, Retinal vascular occlusion[OCCLUSIO VENAE CENTRALIS RETINAE]",14,440392,parent_match,OCCLUSIO VENAE CENTRALIS RETINAE,2000403239,Condition,5-char ICD9fi,1970-01-01,2099-12-31,362,,,0.54,APPROVED,NARROWER,Javier,1642756738661,440392,Retinal vascular occlusion,Condition,MAPS_TO,,<auto>,1642597833283,
6821A,"Other cellulitis and abscess, Neck",0,30163,unique_parent_match,CELLULITIS NUCHAE,2000405389,Condition,5-char ICD9fi,1970-01-01,2099-12-31,682,,,0.79,APPROVED,EQUIVALENT,Javier,1642756805650,30163,Cellulitis and abscess of neck,Condition,MAPS_TO,,<auto>,1642597833611,
5601A,"Intestinal obstruction without mention of hernia, Paralytic ileus",31,192357,unique_parent_match,ILEUS PARALYTICUS,2000404430,Condition,5-char ICD9fi,1970-01-01,2099-12-31,560,,,0.53,APPROVED,EQUIVALENT,Javier,1642756805650,36715897,Paralytic ileus of large intestine,Condition,MAPS_TO,,<auto>,1642597834548,
1212A,"Other trematode infections, Paragonimiasis",0,436039,unique_parent_match,PARAGONIMIASIS,2000400871,Condition,5-char ICD9fi,1970-01-01,2099-12-31,121,,,0.61,APPROVED,EQUIVALENT,Javier,1642756805650,436039,Infection by Paragonimus,Condition,MAPS_TO,,<auto>,1642597834739,
7301F,"Osteomyelitis, periostitis and other infections involving bone, Chronic osteomyelitis[OSTEOMYELITIS CHRONICA,SÄÄRI- JA POHJELUU]",0,134735,parent_match,"OSTEOMYELITIS CHRONICA,SÄÄRI- JA POHJELUU",2000406136,Condition,5-char ICD9fi,1970-01-01,2099-12-31,730,,,0.31,APPROVED,NARROWER,Javier,1642756738661,134735,Chronic osteomyelitis,Condition,MAPS_TO,,<auto>,1642597834739,
4930A,"Asthma, Extrinsic asthma[EXTRINSIC ASTHMA SINE EXACERBATIONE]",1452,312950,parent_match,EXTRINSIC ASTHMA SINE EXACERBATIONE,2000403991,Condition,5-char ICD9fi,1970-01-01,2099-12-31,493,,,0.61,APPROVED,EQUAL,Sam,1739980378126,317009,Asthma,Condition,MAPS_TO,,Sam,1739980374447,
6822A,"Other cellulitis and abscess, Trunk",11,197950,unique_parent_match,CELLULITIS TRUNCI,2000405390,Condition,5-char ICD9fi,1970-01-01,2099-12-31,682,,,0.80,APPROVED,EQUIVALENT,Javier,1642756805650,197950,Cellulitis and abscess of trunk,Condition,MAPS_TO,,<auto>,1642597835968,
1213A,"Other trematode infections, Fascioliasis",0,436342,unique_parent_match,FASCIOLIASIS,2000400872,Condition,5-char ICD9fi,1970-01-01,2099-12-31,121,,,0.58,APPROVED,EQUIVALENT,Javier,1642756805650,435188,Trematode infection,Condition,MAPS_TO,,<auto>,1642597837442,
9450D,"Burn of lower limb(s), Unspecified degree[COMBUSTIO EXTREMITATIS INFERIORIS NUD,50-69%]",0,197751,parent_match,"COMBUSTIO EXTREMITATIS INFERIORIS NUD,50-69%",2000408320,Condition,5-char ICD9fi,1970-01-01,2099-12-31,945,,,0.34,APPROVED,NARROWER,Javier,1642756738661,133637,Partial thickness burn of lower limb,Condition,MAPS_TO,,<auto>,1642597837734,
3623D,"Other retinal disorders, Retinal vascular occlusion[OCCLUSIO RAMI VENAE CENTRALIS RETINAE]",0,440392,parent_match,OCCLUSIO RAMI VENAE CENTRALIS RETINAE,2000403240,Condition,5-char ICD9fi,1970-01-01,2099-12-31,362,,,0.52,APPROVED,NARROWER,Javier,1642756738661,440392,Retinal vascular occlusion,Condition,MAPS_TO,,<auto>,1642597837831,
1869B,"Malignant neoplasm of testis, Other and unspecified testis[NEOPL MAL TESTIS (SCROT),CA EMBR/TERATOCA/CHORIOCA]",44,433716,parent_match,"NEOPL MAL TESTIS (SCROT),CA EMBR/TERATOCA/CHORIOCA",2000401611,Condition,5-char ICD9fi,1970-01-01,2099-12-31,186,,436919,0.38,APPROVED,NARROWER,Auto-remapping using OHDSI release 2024-08-29,1727395200000,439392,Primary malignant neoplasm,Condition,MAPS_TO,,<auto>,1727395200000,
4930B,"Asthma, Extrinsic asthma[EXTRINSIC ASTHMA CUM EXACERBATIONE]",732,312950,parent_match,EXTRINSIC ASTHMA CUM EXACERBATIONE,2000403992,Condition,5-char ICD9fi,1970-01-01,2099-12-31,493,,,0.59,APPROVED,NARROWER,Javier,1642756738661,45769441,Acute exacerbation of allergic asthma,Condition,MAPS_TO,,<auto>,1642597838624,
6823A,"Other cellulitis and abscess, Upper arm and forearm",15,442068,unique_parent_match,CELLULITIS ANTEBRACHII SIVE BRACHII,2000405391,Condition,5-char ICD9fi,1970-01-01,2099-12-31,682,,,0.74,APPROVED,EQUIVALENT,Javier,1642756805650,76493,Cellulitis and abscess of upper arm,Condition,MAPS_TO,,<auto>,1642597838769,
5602A,"Intestinal obstruction without mention of hernia, Volvulus[VOLVULUS SIGMAE]",11,197603,parent_match,VOLVULUS SIGMAE,2000404431,Condition,5-char ICD9fi,1970-01-01,2099-12-31,560,,,0.47,APPROVED,NARROWER,Javier,1642756738661,197603,Intestinal volvulus,Condition,MAPS_TO,,<auto>,1642597839600,
7301G,"Osteomyelitis, periostitis and other infections involving bone, Chronic osteomyelitis[OSTEOMYELITIS CHRONICA,NILKKA JA JALKA]",0,134735,parent_match,"OSTEOMYELITIS CHRONICA,NILKKA JA JALKA",2000406137,Condition,5-char ICD9fi,1970-01-01,2099-12-31,730,,,0.37,APPROVED,NARROWER,Javier,1642756738661,134735,Chronic osteomyelitis,Condition,MAPS_TO,,<auto>,1642597839891,
1218X,"Other trematode infections, Other specified trematode infections",0,435188,unique_parent_match,MUU IMUMATOTARTUNTA,2000400873,Condition,5-char ICD9fi,1970-01-01,2099-12-31,121,,,0.60,APPROVED,EQUIVALENT,Javier,1642756805650,435188,Trematode infection,Condition,MAPS_TO,,<auto>,1642597840825,
4931A,"Asthma, Intrinsic asthma[INTRINSIC ASTHMA SINE EXACERBATIONE]",843,4145497,parent_match,INTRINSIC ASTHMA SINE EXACERBATIONE,2000403993,Condition,5-char ICD9fi,1970-01-01,2099-12-31,493,,,0.62,APPROVED,EQUAL,Sam,1739980408000,4145497,Intrinsic asthma,Condition,MAPS_TO,,Sam,1739980406631,
6824A,"Other cellulitis and abscess, Hand, except fingers and thumb",10,78219,unique_parent_match,"CELLULITIS MANUS, DIGITIS EXCEPTIS",2000405392,Condition,5-char ICD9fi,1970-01-01,2099-12-31,682,,,0.58,APPROVED,EQUIVALENT,Javier,1642756805650,79898,Cellulitis and abscess of finger,Condition,MAPS_TO,,<auto>,1642597841732,
9450E,"Burn of lower limb(s), Unspecified degree[COMBUSTIO EXTREMITATIS INFERIORIS NUD,>70%]",0,197751,parent_match,"COMBUSTIO EXTREMITATIS INFERIORIS NUD,>70%",2000408321,Condition,5-char ICD9fi,1970-01-01,2099-12-31,945,,,0.34,APPROVED,NARROWER,Javier,1642756738661,133637,Partial thickness burn of lower limb,Condition,MAPS_TO,,<auto>,1642597842498,
3624A,"Other retinal disorders, Separation of retinal layers[RETINOPATHIA CENTRALIS SEROSA]",0,378414,parent_match,RETINOPATHIA CENTRALIS SEROSA,2000403241,Condition,5-char ICD9fi,1970-01-01,2099-12-31,362,,,0.49,APPROVED,NARROWER,Javier,1642756738661,378414,Retinal detachment,Condition,MAPS_TO,,<auto>,1642597843512,
1219X,"Other trematode infections, Trematode infection, unspecified",0,435188,unique_parent_match,IMUMATOTARTUNTA NUD,2000400874,Condition,5-char ICD9fi,1970-01-01,2099-12-31,121,,,0.55,APPROVED,EQUIVALENT,Javier,1642756805650,435188,Trematode infection,Condition,MAPS_TO,,<auto>,1642597844171,
1869C,"Malignant neoplasm of testis, Other and unspecified testis[NEOPL MAL TESTIS (SCROTALIS),MUU TAI TARK MÄÄRITT]",0,433716,parent_match,"NEOPL MAL TESTIS (SCROTALIS),MUU TAI TARK MÄÄRITT",2000401612,Condition,5-char ICD9fi,1970-01-01,2099-12-31,186,,436919,0.38,APPROVED,NARROWER,Auto-remapping using OHDSI release 2024-08-29,1727395200000,439392,Primary malignant neoplasm,Condition,MAPS_TO,,<auto>,1727395200000,
5602B,"Intestinal obstruction without mention of hernia, Volvulus[VOLVULUS COLI ALIUS]",8,197603,parent_match,VOLVULUS COLI ALIUS,2000404432,Condition,5-char ICD9fi,1970-01-01,2099-12-31,560,,,0.47,APPROVED,NARROWER,Javier,1642756738661,197603,Intestinal volvulus,Condition,MAPS_TO,,<auto>,1642597844351,
4931B,"Asthma, Intrinsic asthma[INTRINSIC ASTHMA CUM EXACERBATIONE]",492,4145497,parent_match,INTRINSIC ASTHMA CUM EXACERBATIONE,2000403994,Condition,5-char ICD9fi,1970-01-01,2099-12-31,493,,,0.59,APPROVED,NARROWER,Javier,1642756738661,45773005,Acute exacerbation of intrinsic asthma,Condition,MAPS_TO,,<auto>,1642597844380,
6825A,"Other cellulitis and abscess, Buttock",8,75337,unique_parent_match,CELLULITIS REGIONIS GLUETALIS,2000405393,Condition,5-char ICD9fi,1970-01-01,2099-12-31,682,,,0.81,APPROVED,EQUIVALENT,Javier,1642756805650,75337,Cellulitis and abscess of buttock,Condition,MAPS_TO,,<auto>,1642597844629,
7301H,"Osteomyelitis, periostitis and other infections involving bone, Chronic osteomyelitis[OSTEOMYELITIS CHRONICA,MUU MÄÄRITELTY SIJAINTI]",0,134735,parent_match,"OSTEOMYELITIS CHRONICA,MUU MÄÄRITELTY SIJAINTI",2000406138,Condition,5-char ICD9fi,1970-01-01,2099-12-31,730,,,0.34,APPROVED,NARROWER,Javier,1642756738661,134735,Chronic osteomyelitis,Condition,MAPS_TO,,<auto>,1642597845114,
122,Echinococcosis,0,440043,full_match,ECHINOCOCCOSIS,2000400875,Condition,3-char ICD9fi,1970-01-01,2099-12-31,120-129,,,1.00,APPROVED,EQUAL,Javier,1642756146926,440043,Echinococcosis,Condition,MAPS_TO,,<auto>,1642597845460,
9450X,"Burn of lower limb(s), Unspecified degree[COMBUSTIO EXTREMITATIS INFERIORIS NUD,LAAJ?]",0,197751,parent_match,"COMBUSTIO EXTREMITATIS INFERIORIS NUD,LAAJ?",2000408322,Condition,5-char ICD9fi,1970-01-01,2099-12-31,945,,,0.34,APPROVED,NARROWER,Javier,1642756738661,133637,Partial thickness burn of lower limb,Condition,MAPS_TO,,<auto>,1642597846989,
6826A,"Other cellulitis and abscess, Leg, except foot",44,4066371,unique_parent_match,CELLULITIS EXTREMITATIS INFERIORIS  PEDE EXCEPTO,2000405394,Condition,5-char ICD9fi,1970-01-01,2099-12-31,682,,,0.77,APPROVED,EQUIVALENT,Javier,1642756805650,4113790,"Cellulitis of leg, excluding foot",Condition,MAPS_TO,,<auto>,1642597847729,
4939A,"Asthma, unspecified[ASTHMA ALIA DEFINITA SINE EXACERBATIONE]",386,317009,parent_match,ASTHMA ALIA DEFINITA SINE EXACERBATIONE,2000403995,Condition,5-char ICD9fi,1970-01-01,2099-12-31,493,,,0.47,APPROVED,EQUAL,Sam,1739980424659,317009,Asthma,Condition,MAPS_TO,,Sam,1739980423244,
1224A,"Echinococcosis, Echinococcus granulosus infection, unspecified",0,432831,unique_parent_match,ECHINOCOCCOSIS GRANULOSIS,2000400876,Condition,5-char ICD9fi,1970-01-01,2099-12-31,122,,,0.70,APPROVED,EQUIVALENT,Javier,1642756805650,432831,Echinococcus granulosus infection,Condition,MAPS_TO,,<auto>,1642597849028,
5602C,"Intestinal obstruction without mention of hernia, Volvulus[VOLVULUS INTESTINI TENUIS]",24,197603,parent_match,VOLVULUS INTESTINI TENUIS,2000404433,Condition,5-char ICD9fi,1970-01-01,2099-12-31,560,,,0.46,APPROVED,NARROWER,Javier,1642756738661,197603,Intestinal volvulus,Condition,MAPS_TO,,<auto>,1642597849280,
3624B,"Other retinal disorders, Separation of retinal layers[VERKKOKALVON PIGMENTTIEPITEELIN IRTAUMA]",0,378414,parent_match,VERKKOKALVON PIGMENTTIEPITEELIN IRTAUMA,2000403242,Condition,5-char ICD9fi,1970-01-01,2099-12-31,362,,,0.36,APPROVED,NARROWER,Javier,1642756738661,378414,Retinal detachment,Condition,MAPS_TO,,<auto>,1642597850119,
6827A,"Other cellulitis and abscess, Foot, except toes",27,74114,unique_parent_match,CELLULITIS PEDIS DIGITI EXCEPTIS,2000405395,Condition,5-char ICD9fi,1970-01-01,2099-12-31,682,,,0.73,APPROVED,EQUIVALENT,Javier,1642756805650,4006694,"Abscess of foot, except toe",Condition,MAPS_TO,,<auto>,1642597850590,
1869X,"Malignant neoplasm of testis, Other and unspecified testis[NEOPL MAL TESTIS (SCROTALIS),EI HIST VAHV]",15,433716,parent_match,"NEOPL MAL TESTIS (SCROTALIS),EI HIST VAHV",2000401613,Condition,5-char ICD9fi,1970-01-01,2099-12-31,186,,436919,0.41,APPROVED,NARROWER,Auto-remapping using OHDSI release 2024-08-29,1727395200000,439392,Primary malignant neoplasm,Condition,MAPS_TO,,<auto>,1727395200000,
7301K,"Osteomyelitis, periostitis and other infections involving bone, Chronic osteomyelitis[OSTEOMYELITIS CHRONICA,MULTIPPELI LOKALISAATIO]",0,134735,parent_match,"OSTEOMYELITIS CHRONICA,MULTIPPELI LOKALISAATIO",2000406139,Condition,5-char ICD9fi,1970-01-01,2099-12-31,730,,,0.39,APPROVED,NARROWER,Javier,1642756738661,4347295,Chronic osteomyelitis of pelvis,Condition,MAPS_TO,,<auto>,1642597850806,
4939B,"Asthma, unspecified[ASTHMA ALIA DEFINITA CUM EXACERBATIONE]",146,317009,parent_match,ASTHMA ALIA DEFINITA CUM EXACERBATIONE,2000403996,Condition,5-char ICD9fi,1970-01-01,2099-12-31,493,,,0.46,APPROVED,NARROWER,Javier,1642756738661,257581,Acute asthma,Condition,MAPS_TO,,<auto>,1642597851608,
9451A,"Burn of lower limb(s), Erythema [first degree][COMBUSTIO EXTREMITATIS INFERIORIS GRADUS I, <9%]",7,138644,parent_match,"COMBUSTIO EXTREMITATIS INFERIORIS GRADUS I, <9%",2000408323,Condition,5-char ICD9fi,1970-01-01,2099-12-31,945,,,0.40,APPROVED,NARROWER,Javier,1642756738661,138644,Epidermal burn of lower limb,Condition,MAPS_TO,,<auto>,1642597851967,
1227A,"Echinococcosis, Echinococcus multilocularis infection, unspecified",0,434868,unique_parent_match,ECHINOCOCCOSIS MULTILOCULARIS,2000400877,Condition,5-char ICD9fi,1970-01-01,2099-12-31,122,,,0.72,APPROVED,EQUIVALENT,Javier,1642756805650,434868,Echinococcus multilocularis infection,Condition,MAPS_TO,,<auto>,1642597852467,
5602D,"Intestinal obstruction without mention of hernia, Volvulus[VOLVULUS OMENTI]",7,197603,parent_match,VOLVULUS OMENTI,2000404434,Condition,5-char ICD9fi,1970-01-01,2099-12-31,560,,,0.49,APPROVED,NARROWER,Javier,1642756738661,197603,Intestinal volvulus,Condition,MAPS_TO,,<auto>,1642597854321,
6828A,"Other cellulitis and abscess, Other specified sites[CELLULITIS LOCO MULTIPLICI]",0,435613,parent_match,CELLULITIS LOCO MULTIPLICI,2000405396,Condition,5-char ICD9fi,1970-01-01,2099-12-31,682,,,0.46,APPROVED,NARROWER,Javier,1642756738661,78497,Cellulitis and abscess of toe,Condition,MAPS_TO,,<auto>,1642597854338,
4939C,"Asthma, unspecified[ASPERGILLOSIS BRONCHOPULMONALIS ALLERGICA]",0,317009,parent_match,ASPERGILLOSIS BRONCHOPULMONALIS ALLERGICA,2000403997,Condition,5-char ICD9fi,1970-01-01,2099-12-31,493,,,0.56,APPROVED,NARROWER,Javier,1642756738661,257583,Allergic bronchopulmonary aspergillosis,Condition,MAPS_TO,,<auto>,1642597855171,
187,Malignant neoplasm of penis and other male genital organs,0,197507,full_match,NEOPLASMA MALIGNUM PENIS SEU GENITALIUM VIRI LOC AL,2000401614,Condition,3-char ICD9fi,1970-01-01,2099-12-31,179-189,,,0.73,APPROVED,EQUAL,Javier,1642756146926,197507,Primary malignant neoplasm of male genital organ,Condition,MAPS_TO,,<auto>,1642597855180,
1229X,"Echinococcosis, other and unspecified",0,440043,unique_parent_match,ECHINOCOCCOSIS ALIA DEFINITA SEU NUD,2000400878,Condition,5-char ICD9fi,1970-01-01,2099-12-31,122,,,0.56,APPROVED,EQUIVALENT,Javier,1642756805650,36551885,"Precancerous melanosis, NOS, of skin of other and unspecified parts of face",Condition,MAPS_TO,,<auto>,1642597855247,
7301X,"Osteomyelitis, periostitis and other infections involving bone, Chronic osteomyelitis[OSTEOMYELITIS CHRONICA,TARKEMMIN MÄÄRITTELEMÄTÖN]",0,134735,parent_match,"OSTEOMYELITIS CHRONICA,TARKEMMIN MÄÄRITTELEMÄTÖN",2000406140,Condition,5-char ICD9fi,1970-01-01,2099-12-31,730,,,0.33,APPROVED,NARROWER,Javier,1642756738661,134735,Chronic osteomyelitis,Condition,MAPS_TO,,<auto>,1642597856420,
3625A,"Other retinal disorders, Degeneration of macula and posterior pole[DEGENERATIO MACULAE NONEXSUDATIVA]",35,4318985,parent_match,DEGENERATIO MACULAE NONEXSUDATIVA,2000403243,Condition,5-char ICD9fi,1970-01-01,2099-12-31,362,,4146103,0.53,UNCHECKED,UNREVIEWED,,0,4224741,Degenerative disorder of macula,Condition,MAPS_TO,Auto-remapped as poss_eq. Needs review.,<auto>,1727395200000,Javier
